19.12.2018;Оксю́морон;окси́морон;NULL;<p>стилистический прием, сочетание слов с противоположным значением.</p><p>Оксюморон нередко используется в названиях литературных произведений («Мёртвые души», «Конец Вечности»), фильмов («С широко закрытыми глазами», «Правдивая ложь»), музыкальных групп (Led Zeppelin — «свинцовый дирижабль», Blind Guardian — «слепой страж»).</p><p>Оксюмороны также используются для описания объектов, совмещающих противоположные качества: «мужественная женщина», «женственный мальчик».</p>;«Старый Новый год» — также оксюморон.
20.12.2018;Па́сквиль;NULL;NULL;<p>клеветническое сочинение с оскорбительными нападками. Чаще всего используется как средство дискредитации политических противников.</p><p>Пасквиля*нт — cочинитель пасквилей, человек, распространяющий оскорбительные измышления о других.</p>;Слово «пасквиль» происходит от топонима «Пасквино» (итал. Pasquino), народного прозвища статуи в Риме близ Пьяцца Навона, к которой авторы сатирических листков, нападавшие на определенных лиц, прикрепляли свои произведения. Отсюда пасквиль стал вообще обозначать клевету, часто анонимную.
21.12.2018;Узурпа́тор;NULL;NULL;<p>тот, кто незаконно захватил власть или присвоил себе чужие права на что-либо.</p><p>В переносном значении — тот, кто командует кем-либо или чем-либо, не имея на это права.</p>;К известным узурпатором можно отнести Гая Юлия Цезаря и Наполеона.
22.12.2018;Квинтэссе́нция;NULL;NULL;<p>самое главное, самое существенное, основа, суть чего-либо (например, <i>квинтэссенция рассказа, квинтэссенция разума.</i>).</p><p>В античной философии квинтэссенция — эфир, пятый элемент — основной элемент небесных тел, противополагавшийся четырем земным: воде, земле, огню и воздуху.</p>;NULL
23.12.2018;Сато́ри;NULL;NULL;<p>озарение, внезапное пробуждение, которое наступает в результате сосредоточения и самоуглубления. В дзэн это состояние сознания, называемое «разумом Будды», т. е. как таковое, чистое сознание, позволяющее «слиться» с подлинной природой вещей.</p> <p>Понятие является основой учения школы Риндзай, занимавшейся распространением дзэн-буддизма в Японии. Чтобы достичь подобного состояния, наставники этой школы ввели систему различных стимулов, среди которых особое место занимают коаны — вопросы-загадки, вопросы-головоломки. «Внезапное озарение», «внезапное постижение смысла бытия», по утверждению наставников, может наступить, если ученик, усиленно сосредоточившись на разгадке коана, перейдет от формально-логического мышления к подсознательно-ассоциативному.</p>;NULL
24.12.2018;Нон гра́та;персона нон грата;NULL;<p>дипломатический термин, трактующийся как «нежелательная персона», «нежелательное лицо».</p>;Небезызвестный «список Магнитского» объявляет персонами нон грата некоторых российских чиновников.
25.12.2018;Инса́йдер;NULL;NULL;<p>лицо, по своему служебному положению имеющее доступ к секретной информации, член группы, обладающий информацией, имеющейся только у этой группы.</p><p>Инсайдер противопоставляется внешнему специалисту. Специалист может обеспечить всесторонний теоретический анализ, который будет затем основой для экспертного заключения, а инсайдер обладает информацией «из первых рук».</p>;NULL
26.12.2018;Дежавю́;NULL;NULL;<p>психическое состояние, при котором человек ощущает, что он когда-то уже был в подобной ситуации, однако это чувство не связывается с конкретным моментом прошлого, а относится к прошлому в общем.</p><p>Состояние дежавю подобно повторному перечитыванию давно прочтённой книги или просмотру фильма, который вы раньше смотрели, но уже совершенно забыли, о чём они. Вы не можете вспомнить, что произойдёт в следующее мгновение, но по ходу событий понимаете, что в деталях видели эти несколько минут в качестве реакции на несколько последовательных событий.</p><p>Жамевю — состояние, противоположное дежавю, внезапно наступающее ощущение того, что хорошо знакомое место или человек совершенно не известны.</p>;NULL
27.12.2018;Колли́зия;NULL;NULL;<p>столкновение противоположных взглядов, сил, стремлений, интересов.</p><p>Например, в праве, коллизия — это столкновение норм права, регулирующих одни и те же общественные отношения. При коллизии действует закон, вступивший в силу позже (при прочих равных, то есть при одинаковой юридической силе).</p>;NULL
28.12.2018;Де́спот;NULL;NULL;<p>тот, кто диктует свою волю другим, попирает чужие желания, тиран.</p><p>В рабовладельческих монархиях Древнего Востока деспот — верховный правитель, пользующийся неограниченной властью.</p><p>Деспоти*чный, деспоти*ческий — характеризующий поведение деспота.</p>;Деспотичное правление, вести себя как деспот.
29.12.2018;Мегалома́ния;NULL;NULL;<p>мания величия, переоценка своей важности, известности, гениальности, вплоть до всемогущества.</p><p>Человек, страдающий мегаломанией, может быть действительно важной фигурой, как в случае выдающегося математика Джона Нэша, который отклонил престижный академический пост на том основании, что он должен быть возведён на престол императора Антарктиды.</p>;NULL
30.12.2018;Рефле́ксия;NULL;от лат. reflexio — «обращение назад, отражение»;<p>склонность к анализу своих переживаний, к размышлению о своём внутреннем состоянии, самопознание, самонаблюдение.</p>;NULL
31.12.2018;Коспле́й;NULL;NULL;<p>переодевание и гримирование под известных персонажей.</p><p>Современный косплей возник в Японии в среде фанатов аниме и манги. Основными прототипами костюмированной игры являются персонажи мультфильмов, аниме, видеоигр, фильмов, комиксов, легенд и мифов. Также прототипами могут являться реально существующие персоны из мира музыки и других сфер деятельности.</p>;NULL
01.01.2019;Гомеопа́тия;NULL;NULL;<p>метод лечения болезней минимальными дозами лекарств, которые в больших дозах вызывают в организме здорового человека явления, сходные с признаками данной болезни.</p><p>Всемирная организация здравоохранения предостерегает от гомеопатического лечения инфекционных и любых других серьёзных заболеваний.</p><p>Аллопа*тия — обычная система лечения, в противоположность гомеопатии.</p>;NULL
02.01.2019;Пове́са;NULL;NULL;<p>молодой человек, ищущий развлечений, забав и тратящий время легкомысленно, бездельник, проказник. </p>;«Вы с барышней скромны, а с горничной повесы.» A. C. Грибоедов.
03.01.2019;Апологе́т;NULL;NULL;<p>тот, кто отличается неумеренным, чрезмерным восхвалением и защитой чего-либо или кого-либо (например, <i>апологет современного искусства</i>).</p><p>Апологетами называли раннехристианских писателей и богословов, которые пытались обосновать и открыто защищали христианское учение от критиков.</p>;NULL
04.01.2019;Либре́тто;NULL;NULL;<p>словесный текст большого музыкально-вокального произведения (оперы, оперетты).</p><p>Также либретто называют краткое изложение содержания оперы, балета и т. п., обычно помещаемое в театральной программе.</p>;В некоторых случаях автором либретто становится сам композитор, — наиболее значителен в этом отношении пример Рихарда Вагнера.
05.01.2019;Мезалья́нс;NULL;NULL;<p>неравный брак, брак между людьми разных сословий или классов, сильно отличающимися по имущественному или социальному положению.</p><p>В большинстве случаев в результате неравного брака супруг или супруга более низкого социального происхождения достигал такого же положения, как и более высокопоставленный супруг. Например, в России женщина, вышедшая замуж за дворянина, сама становилась дворянкой. Если этого не происходит, то такой неравный брак называется морганатическим.</p>;NULL
06.01.2019;Рантье́;NULL;NULL;<p>лица, живущие за счет ренты, то есть доходов, получаемых с капитала, как правило, размещённого в виде банковских вкладов, ценных бумаг, доходной недвижимости, земли, бизнеса, а также за счет доходов, получаемых за счет авторских прав и гонораров.</p><p>Доходы рантье не зависят от их постоянной трудовой деятельности и могут генерироваться автоматически без их прямого участия. Например, сдаваемая в аренду недвижимость квартирных рантье может не только обеспечить им статус рантье, но и стабильный доход, получаемый в виде ежемесячной арендной платы.</p>;NULL
07.01.2019;Эпистоля́рный;NULL;NULL;<p>относящийся к частной переписке, письмам (например, <i>эпистолярное наследие писателя</i>), а также имеющий форму переписки (например, <i>эпистолярный роман</i>).</p><p>Эпистолярный стиль — стиль речи, используемый при написании писем в частной переписке.</p><p>Эпистолярный роман или роман в письмах — разновидность романа, представляющая собой цикл писем одного или нескольких героев этого романа.</p>;NULL
08.01.2019;Амперса́нд;NULL;от англ. Ampersand;<p>название знака «&». Амперсанд является графическим сокращением латинского союза et (и) и используется как замена союзу «и» (например, <i>Джонсон & Джонсон = Джонсон и Джонсон</i>).</p><p>В русском языке амперсанд иногда используется для придания слову оттенка «иностранности».</p>;Авторство амперсанда приписывают Марку Туллию Тирону, преданному рабу и секретарю Цицерона. Он изобрёл свою систему сокращений для ускорения письма, называемую «тироновскими знаками» или «тироновыми нотами».
09.01.2019;Гуго́л;NULL;от англ. Googol;<p>число, в десятичной системе счисления, изображаемое единицей со 100 нулями.</p><p>Название компании Google является искажённым написанием слова «гугол».</p>;NULL
10.01.2019;Головотя́пство;NULL;NULL;<p>крайняя небрежность и бестолковость в ведении дел. Головотя*п — тот, кто занимается головотяпством.</p><p>Примером головотяпства властей может служить, например, неумение наладить оповещение или эвакуацию населения в период стихийных бедствий.</p><p>Слово введено в обращение М. Е. Салтыковым-Щедриным.</p>;NULL
11.01.2019;Мо́рок;NULL;NULL;<p>мрак, темнота, а также муман, облачность.</p><p>В переносном значении — что-нибудь одуряющее, очаровывающее, помрачающее рассудок (<i>«Темный морок цыганских песен.» А. Блок</i>).</p>;NULL
12.01.2019;iПалец;айПалец;NULL;<p>палец, который оставляют чистым для того, чтобы можно было продолжать пользоваться смартфоном или планшетом, не запачкав его.</p>;NULL
13.01.2019;Эскала́ция;NULL;NULL;<p>последовательное и неуклонное нарастание, увеличение, усиление, расширение чего-либо.</p><p>Эскалация конфликта — рост напряженности, расширение масштабов и интенсивности противостояния сторон конфликта.</p>;Эскалация гонки вооружений достигла пика в период холодной войны.
14.01.2019;Плюрали́зм;NULL;NULL;<p>множественность мнений, суждений, взглядов как один из принципов общественного устройства.</p><p>Политический плюрализм — это принцип, содействующий существованию многообразия политических сил с конкуренцией между ними за представительство в органах государственной власти. Он предполагает легальное столкновение интересов, дискуссии между сторонниками различных точек зрения. Другими словами — многопартийность.</p>;NULL
15.01.2019;Ха́йку;NULL;NULL;<p>жанр и форма японской поэзии. Представляет собой трехстишие, состоящее из строк в 5-7-5 слогов. До конца ХIХ века называлось <b>хокку</b>.</p>;Ива склонилась и спит,<br/>И кажется мне, соловей на ветке —<br/>Это её душа.
16.01.2019;Клептома́ния;NULL;NULL;<p>психическое заболевание, выражающееся в склонности к воровству. Клептоман — человек, страдающий клептоманией.</p><p>Клептомания — страсть к мелкому воровству, но не в смысле преступности привычного, профессионального вора, а в смысле болезненного влечения. Термин этот возник в начале XIX века, когда французская психиатрическая школа развивала учение о так называемых мономаниях, то есть когда допускали, что душевная болезнь может заключаться в болезненных наклонностях, например, к убийству, самоубийству, поджогам и т. п., без всяких других явлений помешательства.</p>;NULL
17.01.2019;Лоуко́стер;NULL;NULL;<p>бюджетная авиакомпания, которая предлагает крайне низкую плату за проезд в обмен на отказ от большинства традиционных пассажирских услуг.</p><p>Например, во время полета могут не предлагаться прохладительные напитки и питание, или предлагаться за деньги.</p>;Российские регулирующие органы и авиакомпании категорически противятся приходу европейских лоукостеров в Россию, что связано с лоббизмом, боязнью конкуренции и страхом потерять монопольную прибыль.
18.01.2019;Пертурба́ция;NULL;NULL;<p>внезапное, резкое нарушение нормального хода чего-либо, вызывающее замешательство, смятение (например, <i>пертурбации в правительстве</i>).</p><p>В астрономии пертурбация — это изменение пути небесного тела под воздействием силы притяжения других тел.</p>;NULL
19.01.2019;Плаце́бо;NULL;от лат. placebo, буквально — «понравлюсь»;<p>вещество без явных лечебных свойств, используемое в качестве лекарственного средства, лечебный эффект которого связан с верой самого пациента в действенность препарата.</p><p>Кроме того, термином «эффект плацебо» называют само явление улучшения здоровья человека благодаря тому, что он верит в эффективность некоторого воздействия, в действительности нейтрального.</p>;NULL
20.01.2019;Ти́зер;NULL;от англ. teaser — «дразнилка, завлекалка»;<p>рекламное сообщение, построенное как загадка, которое содержит часть информации о продукте, но при этом сам товар не демонстрируется. Тизеры обычно появляются на раннем этапе продвижения товара и служат для создания интриги вокруг него.</p><p>Обычно тизеры следуют сериями. Тизерная рекламная кампания проходит в два этапа. Первый этап — это сам тизер, чаще всего вопрос, создающий интригу, способную пробудить любопытство, заинтересованность. Второй этап — раскрытие загадки посредством ответа и демонстрация самого бренда.</p>;Тизеры могут иметь разную форму. Когда анонсируется фильм, анонс часто облекается в форму трейлера — небольшого ролика, состоящего из кратких и наиболее зрелищных фрагментов фильма. Классическим примером является тизер-трейлер к фильму «Бэтмен» 1989 года, в котором на короткий момент был показан известный символ Бэтмена и дата выхода фильма.
21.01.2019;Сегве́й;NULL;NULL;<p>электрический самобалансирующийся самокат с двумя колёсами, расположенными по обе стороны от водителя.</p><p>Скутер сегвей превращает своего владельца из обычного пешехода в более «продвинутого» участника дорожного движения, позволяя ему передвигаться быстрее, дальше и с меньшей затратой сил. При наклоне ездока вперёд сегвей начинает катиться вперёд, и чем больше наклон, тем быстрее. При отклонении корпуса назад самокат замедляет движение, останавливается или катится задним ходом. Руление в первой модели происходит с помощью поворотной рукоятки, в новых моделях — качанием колонки влево-вправо.</p>;В России сегвей используется полицией в Набережных Челнах и в Москве (Сад им. Баумана, музей-заповедник Царицыно).
22.01.2019;Цейтно́т;NULL;от нем. Zeit — «время» и нем. Not — «нужда»;<p>положение, когда игроку не хватает времени для обдумывания ходов в шахматной или шашечной партии (обычно в официальных соревнованиях с фиксированной продолжительностью игры).</p><p>В переносном значении — острый недостаток времени.</p>;NULL
23.01.2019;Доро́дный;NULL;NULL;<p>имеющий крупное, плотное телосложение, полный (о человеке).</p><p>В старину дородством также называли доблесть, мужество, храбрость.</p>;В эпоху Возрождения эталоном красоты считались пышнотелые и дородные женщины.
24.01.2019;Клевре́т;NULL;NULL;<p>приспешник, приверженец кого-либо.</p><p>Слово перешло в русский язык из переводов Библии. Первоначально оно употреблялось в значении «друг», «союзник», «единомышленник», а в дальнейшем приобрело презрительную окраску: приспешник, приверженец, не брезгающий ничем для угождения своему покровителю.</p>;NULL
25.01.2019;Валья́жный;NULL;NULL;<p>человек, преисполненный достоинства, отличающийся неторопливостью, раскрепощенностью, непринужденностью, а также свойственное такому человеку.</p><p>Например, <i>вальяжные барышни, вальяжная поза, вальяжная походка.</i></p>;NULL
26.01.2019;Палиндро́м;NULL;NULL;<p>слово или фраза, одинаково читающаяся слева направо и справа налево.</p>;Примеры полиндромов:<br/>Шалаш<br/>На в лоб, болван<br/>А роза упала на лапу Азора
27.01.2019;Оголте́лый;NULL;NULL;<p>крайне несдержанный, разнузданный, безрассудный в своих поступках (о человеке)</p><p>Также, чрезмерный по силе проявления, безудержный (о крике, шуме и т. п.).</p>;Разложение царизма достигло предела. В правительственном лагере брали верх самые оголтелые силы реакции и мракобесия, нашедшие своё наиболее полное выражение в распутинщине.
28.01.2019;Фанфаро́н;NULL;NULL;<p>тот, кто выставляет напоказ свои мнимые достоинства, хвастун.</p><p>Изначально фанфароном называли головное украшение из золота, вывезенное в XIV веке из Америки и вошедшее в моду в Испании, потом этим именем стали называть лиц, носивших такое украшение, а позднее оно стало означать хвастуна, человека, тщеславящегося пустяками.</p>;NULL
29.01.2019;Поле́мика;NULL;NULL;<p>спор при обсуждении каких-либо вопросов (научных, политических, литературных и т. п.).</p><p>Полемику отличают от дискуссии. Если целью дискуссии являются прежде всего поиски общего согласия, того, что объединяет разные точки зрения, то основная задача полемики — утвержде­ние одной из противостоящих позиций.</p>;NULL
30.01.2019;Ве́нзель;NULL;NULL;<p>переплетение начальных букв имени и фамилии или имени и отчества в виде узора.</p><p>Чаще всего подобные знаки встречаются на произведениях искусства. Многие художники, преимущественно живописцы и граверы, выставляют их на своих работах вместо подписи.</p>;Вензеля писать (выписывать, выделывать) — идти шатаясь, пьяной походкой.
31.01.2019;Левиафа́н;NULL;NULL;<p>нечто огромное, чудовищное, поражающее своей величиной, силой.</p><p>В Библии левиафан — чудовищный морской змей, иногда отождествляемый с сатаной. Некоторые креационисты считают, что описание левиафана соответствует описанию плезиозавра или другой крупной рептилии.</p>;NULL
01.02.2019;Неве́жда;NULL;NULL;<p>несведущий, малообразованный человек, но обычно с претензией на знание, неуч (например, <i>я полный невежда в математике</i>).</p><p>Не следует путать невежду с невежей. Неве*жа — это грубый, невоспитанный, неучтивый человек (например, <i>невежа не подает руку даме</i>).</p>;NULL
02.02.2019;Ана́мнез;NULL;NULL;<p>сведения об условиях жизни, а также о начале и развитии заболевания, сообщаемые больным врачу.</p><p>В некоторых случаях, в совокупности с общим осмотром, он позволяет точно поставить диагноз без дальнейших диагностических процедур. Сбор анамнеза — это универсальный метод диагностики, применяемый во всех областях медицины.</p>;NULL
03.02.2019;Пра́ймериз;NULL;NULL;<p>предварительные выборы, тип голосования, в котором выбирается один кандидат от политической партии. Между выбранными кандидатами затем проходит обычное голосование.</p><p>Смысл праймериз состоит в том, чтобы кандидаты от одной партии не «отбирали» друг у друга голоса в основных выборах, так как их электорат обычно близок. Проигравшие в праймериз иногда всё же участвуют в основных выборах, но как независимые кандидаты, без поддержки своей партии.</p>;NULL
04.02.2019;Бретёр;NULL;NULL;<p>заядлый, «профессиональный» дуэлянт, готовый драться на дуэли по любому, даже самому ничтожному поводу. Чаще всего дуэль намеренно провоцировалась бретёром.</p><p>В более широком значении, бретёр — задира, забияка, скандалист. Производное существительное бретёрство используется для обозначения вызывающего поведения забияки и задиры, а также проявления лихости, граничащей с безумием.</p>;Бретёрство зародилось во Франции, предположительно, в XVII веке, в эпоху господства дуэлей на холодном оружии. Изначально бретёрство преследовало скорее материальные интересы — в порядке вещей было завладеть после дуэли оружием или, к примеру, сапогами жертвы.
05.02.2019;Сие́ста;NULL;NULL;<p>послеобеденный отдых, являющийся общей традицией некоторых стран, особенно с жарким климатом.</p><p>Сиеста может стать неприятным сюрпризом для путешественников — многие магазины и кафе, особенно в нетуристических местах, закрываются после обеда.</p>;NULL
06.02.2019;Обстру́кция;NULL;NULL;<p>намеренный срыв (например, парламентского заседания, собрания) шумом, произнесением длинных, ненужных речей, вопросами и т. п. в знак протеста, несогласия.</p><p>Также обструкцией называют «итальянскую забастовку» — форму протеста, заключающуюся в предельно строгом исполнении сотрудниками предприятия своих должностных обязанностей и правил, ни на шаг не отступая от них. Такой метод забастовочной борьбы весьма эффективен, так как работать строго по инструкциям практически невозможно и вкупе с бюрократическим характером должностных инструкций такая форма протеста приводит к существенному спаду производительности и, соответственно, к крупным убыткам для предприятия.</p>;NULL
07.02.2019;Летарги́я;NULL;NULL;<p>похожее на длительный сон болезненное состояние с почти неощутимым дыханием и пульсом и отсутствием реакций на раздражения, мнимая смерть.</p><p>Летаргический сон, как правило, длится от нескольких часов и до нескольких недель, а в редких случаях — и месяцев.</p>;Согласно легенде, летаргический сон имел место в смерти Николая Гоголя, однако исследователи не рассматривают эту версию всерьёз.
08.02.2019;Скрапбу́кинг;NULL;от англ. scrapbook: scrap — вырезка, book — книга, букв. «книга из вырезок»;<p>вид рукодельного искусства, заключающегося в изготовлении и оформлении семейных или личных фотоальбомов.</p><p>Этот вид творчества представляет собой способ хранения личной и семейной истории в виде фотографий, газетных вырезок, рисунков, записей и других памятных мелочей, используя своеобразный способ сохранения и передачи отдельных историй с помощью особых визуальных и тактильных приёмов вместо обычного рассказа.</p><p>Основная идея скрапбукинга — сохранить фотографии и другие памятные вещи о каких-либо событиях на длительный срок для будущих поколений.</p>;NULL
09.02.2019;Травести́;NULL;от итал. travestire  — «переодевать»;<p>театральное амплуа, требующее исполнения переодетым лицом роли другого пола, преимущественно актриса, исполняющая роли мальчиков, подростков, девочек, а также роли, требующие переодевания в мужской костюм.</p><p>В современном театре (реже в кино) к услугам актрис-травести прибегают, главным образом, потому, что добиться от актёра-ребёнка требуемого для сложных ролей исполнительского мастерства нелегко. Кроме того, актёр-подросток быстро взрослеет, и на его роль нужно было бы вводить нового исполнителя, тогда как актриса-травести может выступать в одной и той же роли многие годы.</p>;Травести-образы стали основными у некоторых эстрадных актёров, таких как Верка Сердючка или Новые русские бабки.
10.02.2019;Колумба́рий;NULL;NULL;<p>хранилище урн с прахом после кремации. </p><p>В настоящее время колумбарии оборудуются на кладбищах и при крематориях. В России самым ярким примером колумбария является Некрополь у Кремлевской стены.</p>;NULL
11.02.2019;Пинакоте́ка;NULL;NULL;<p>коллекция произведений живописи, открытая для посещения публики.</p><p>В древней Греции пинакотекой называлось левое крыло пропилей афинского Акрополя, где находилось собрание картин, принесённых в дар богине Афине.</p>;В пинакотеке Ватикана представлены главным образом работы итальянских мастеров. По традиции в собрании присутствуют только картины на религиозные темы.
12.02.2019;Шовини́зм;NULL;NULL;<p>крайний национализм, проповедующий национальную и расовую исключительность, разжигающий ненависть и презрение к другим нациям и народностям.</p><p>Также, термин может использоваться для обозначения идеологии и практики гендерного превосходства (мужской/женский шовинизм), иначе именуемого сексизмом.</p><p>Приверженцев шовинизма называют шовинистами.</p>;Название этой формы национализма дано по фамилии наполеоновского солдата, героя лубочных картинок и пьесы «Трехцветная кокарда» Н. Шовина, фанатично преданного своему императору.
13.02.2019;Ге́ндерный;NULL;NULL;<p>связанный с различиями людей по полу.</p><p>Гендерное равенство — концепция, подразумевающая собой достижение равенства в правах между мужчинами и женщинами.</p>;Среди распространённых языков японский выделяется высоким уровнем гендерных различий. Его можно заметить уже у трёхлетних японцев и японок.
14.02.2019;Бинди;NULL;NULL;<p>цветная точка, которую индианки рисуют в центре лба, так называемый «третий глаз».</p><p>Традиционно бинди носят только замужние женщины. Cегодня бинди является стильным украшением, и примерить его может каждая девушка.</p>;NULL
15.02.2019;Пурита́нин;NULL;NULL;<p>тот, кто строго придерживается аскетического образа жизни, нетерпим к отступлениям от требований принятой морали.</p><p>Изначально, пуритане — английские протестанты, последователи кальвинизма в Англии в XVI—XVII веках, проповедовавшие аскетизм, строгость нравов, выступавшие против роскоши.</p>;NULL
16.02.2019;Ди́ггер;NULL;от англ. digger — «копатель, землекоп»;<p>тот, кто занимается исследованием искусственных подземных сооружений.</p><p>Диггеры занимаются изучением подземных сооружений, построенных человеком с применением строительных материалов и технологий (например, дренажных систем, канализационных коллекторов, подземных рек), а также заброшенных подземных военных объектов. Также очень популярны поиски станций-призраков Московского метро и системы Д-6 (Метро-2).</p>;NULL
17.02.2019;Левита́ция;NULL;NULL;<p>явление, при котором предмет без видимой опоры пари́т в пространстве (левитирует).</p><p>В религии и мистике под левитацией понимается способность сверхъестественным образом преодолевать гравитацию без дополнительных приспособлений.</p>;NULL
18.02.2019;Ипохо́ндрик;NULL;от греч. hypochondrios — «подреберный»;<p>человек, страдающий чрезмерным вниманием к своему здоровью, страхом заболеть неизлечимой болезнью.</p><p>Ипохондрия проявляется в различных формах: от некоторой мнительности до бредовой убежденности в наличии болезни.</p>;NULL
